[22/3, 9:23:17] CONTROLLER COMMAND, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] CONTROLLER COMMAND, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] CONTROLLER COMMAND, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] NOTIFICATION, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[22/3, 9:23:18] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] NODE NAMING, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[22/3, 9:23:18] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 9:23:18] VALUE CHANGED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 9:23:18] VALUE CHANGED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 9:23:18] VALUE CHANGED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 9:23:18] VALUE CHANGED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 9:23:19] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[22/3, 9:23:19] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_VERSION --> 0()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_VERSION --> 1()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_VERSION --> 2()
[22/3, 9:23:19] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:19] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:19] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:19] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 9:23:19] VALUE CHANGED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 9:23:19] NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 10:45:52] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[22/3, 10:45:52] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 10:45:52] NODE NAMING, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:54] NOTIFICATION, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:54] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:54] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:45:54] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 10:45:54] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 10:45:54] VALUE CHANGED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 10:45:54] VALUE CHANGED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 10:45:54] VALUE CHANGED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 10:45:54] NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 10:52:13] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[22/3, 10:52:13] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 10:52:13] NODE NAMING, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:15] NOTIFICATION, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:15] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:15] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 10:52:15] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 10:52:15] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 10:52:15] VALUE CHANGED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 10:52:15] VALUE CHANGED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 10:52:15] VALUE CHANGED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 10:52:15] NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 11:7:37] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[22/3, 11:7:37] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 11:7:37] NODE NAMING, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:40] NOTIFICATION, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:40] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:40] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:7:40] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 11:7:40] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 11:7:40] VALUE CHANGED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 11:7:40] VALUE CHANGED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 11:7:40] VALUE CHANGED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 11:7:40] NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
